TF TG
17822 Smarcc1 Zc3h15
17823 Smarcc1 Rpl12
17824 Smarcc1 Rpl32
17825 Smarcc1 Dnajc2
17826 Smarcc1 Gspt1
17827 Smarcc1 Iws1
17828 Smarcc1 Mtdh
17829 Smarcc1 Naa15
17830 Smarcc1 Pnn
17831 Smarcc1 Ssb
17832 Smarcc1 Acbd5
17833 Smarcc1 Actg1
17834 Smarcc1 Actn1
17835 Smarcc1 Anxa2
17836 Smarcc1 Anxa7
17837 Smarcc1 Arf1
17838 Smarcc1 Arpp19
17839 Smarcc1 Canx
17840 Smarcc1 Capns1
17841 Smarcc1 Capzb
17842 Smarcc1 Ccnd1
17843 Smarcc1 Cd151
17844 Smarcc1 Cd81
17845 Smarcc1 Cdc123
17846 Smarcc1 Cdkn1a
17847 Smarcc1 Cgn
17848 Smarcc1 Chchd1
17849 Smarcc1 Clic4
17850 Smarcc1 Cnn2
17851 Smarcc1 Commd3
17852 Smarcc1 Comt
17853 Smarcc1 Copb1
17854 Smarcc1 Cstb
17855 Smarcc1 Ctsl
17856 Smarcc1 Ddx21
17857 Smarcc1 Ddx3x
17858 Smarcc1 Dnajc8
17859 Smarcc1 Drap1
17860 Smarcc1 Dstn
17861 Smarcc1 Eif5
17862 Smarcc1 Eif6
17863 Smarcc1 Gnas
17864 Smarcc1 Gng5
17865 Smarcc1 Gtpbp4
17866 Smarcc1 Hbegf
17867 Smarcc1 Hnrnpa2b1
17868 Smarcc1 Hnrnpu
17869 Smarcc1 Hspa5
17870 Smarcc1 Hspa8
17871 Smarcc1 Hspb1
17872 Smarcc1 Jund
17873 Smarcc1 Klf6
17874 Smarcc1 Krt18
17875 Smarcc1 Krt8
17876 Smarcc1 Laptm4a
17877 Smarcc1 Lpp
17878 Smarcc1 Mdm2
17879 Smarcc1 Myl12b
17880 Smarcc1 Myl6
17881 Smarcc1 Nfkbia
17882 Smarcc1 Picalm
17883 Smarcc1 Pkm
17884 Smarcc1 Pmepa1
17885 Smarcc1 Pnrc1
17886 Smarcc1 Ppia
17887 Smarcc1 Psma7
17888 Smarcc1 Rab10
17889 Smarcc1 Ranbp1
17890 Smarcc1 Rap1b
17891 Smarcc1 Rnf11
17892 Smarcc1 Rps16
17893 Smarcc1 Sdf4
17894 Smarcc1 Serbp1
17895 Smarcc1 Sqstm1
17896 Smarcc1 Taldo1
17897 Smarcc1 Tmem234
17898 Smarcc1 Trp53
17899 Smarcc1 Tpm1
17900 Smarcc1 Tpm3
17901 Smarcc1 Tpm3-rs7
17902 Smarcc1 Tpm4
17903 Smarcc1 Trappc4
17904 Smarcc1 Tspan8
17905 Smarcc1 Txndc17
17906 Smarcc1 Ubc
17907 Smarcc1 Wbp4
17908 Smarcc1 Ywhaz
17909 Smarcc1 Zcrb1
17910 Gata6 Areg
17911 Gata6 Arpc5
17912 Gata6 Atp6v1e1
17913 Gata6 Cacybp
17914 Gata6 Cct2
17915 Gata6 Cldn18
17916 Gata6 Clic5
17917 Gata6 Cul1
17918 Gata6 Fus
17919 Gata6 Hnrnpa2b1
17920 Gata6 Hnrnpu
17921 Gata6 Klf6
17922 Gata6 Laptm4a
17923 Gata6 Lgals3
17924 Gata6 Ociad1
17925 Gata6 Pam
17926 Gata6 Phlda1
17927 Gata6 Psmd7
17928 Gata6 Rala
17929 Gata6 Rpl15
17930 Gata6 Rpl6
17931 Gata6 Rps19
17932 Gata6 Sh3d19
17933 Gata6 Shroom3
17934 Gata6 Tax1bp1
17935 Gata6 Tjp2
17936 Gata6 Tmod3
17937 Gata6 Ube2d3
17938 Gata6 Usp16
17939 Gata6 Zc3h15
17940 Gata6 Crip2
17941 Gata6 Calr
17942 Gata6 Cdkn1a
17943 Gata6 Ncl
17944 Gata6 Ubc
17945 Gata6 Actn4
17946 Gata6 Anxa3
17947 Gata6 Arf1
17948 Gata6 Cald1
17949 Gata6 Calm2
17950 Gata6 Ccng1
17951 Gata6 Cdc42
17952 Gata6 Clu
17953 Gata6 Ctsl
17954 Gata6 Ezr
17955 Gata6 F11r
17956 Gata6 Fam104a
17957 Gata6 Ftl1
17958 Gata6 Hspa8
17959 Gata6 Itgb1
17960 Gata6 Jun
17961 Gata6 Kras
17962 Gata6 Krt18
17963 Gata6 Krt8
17964 Gata6 Lsr
17965 Gata6 Mea1
17966 Gata6 Morf4l1
17967 Gata6 Nop58
17968 Gata6 Pdlim1
17969 Gata6 Pfn1
17970 Gata6 Pkm
17971 Gata6 Pnrc1
17972 Gata6 Ppp1r15a
17973 Gata6 Psme2
17974 Gata6 Ptp4a2
17975 Gata6 Rpl35
17976 Gata6 Rps6
17977 Gata6 S100a10
17978 Gata6 Sdc4
17979 Gata6 Serinc1
17980 Gata6 Sh3glb1
17981 Gata6 Snrnp70
17982 Gata6 Tnfrsf12a
17983 Gata6 Tspan8
17984 Gata6 Ubb
17985 Gata6 Wbp4
17986 Gata6 Zcrb1
17987 Gata6 Tpm1
17988 Gata6 Anxa1
17989 Gata6 Arl4c
17990 Gata6 Bnip3l
17991 Gata6 Cast
17992 Gata6 Cd47
17993 Gata6 Cgn
17994 Gata6 Gabarap
17995 Gata6 Hspb1
17996 Gata6 Mfge8
17997 Gata6 Prdx1
17998 Gata6 S100a14
17999 Gata6 Sat1
18000 Gata6 Sox4
18001 Gata6 Timp2
18002 Gata6 Phldb2
18003 Gata6 Zfp36l1
18004 Gata6 Akr1b8
18005 Gata6 Cd9
18006 Gata6 Fam50a
18007 Gata6 Lamc2
18008 Gata6 Lmo7
18009 Gata6 Mrps21
18010 Gata6 Naa15
18011 Gata6 Pttg1ip
18012 Gata6 Rbms1
18013 Mecom Acbd5
18014 Mecom Anxa2
18015 Mecom Anxa3
18016 Mecom Arpc2
18017 Mecom Arpc5
18018 Mecom Atp6v1d
18019 Mecom B2m
18020 Mecom Bnip2
18021 Mecom Bnip3l
18022 Mecom 1110004F10Rik
18023 Mecom Cast
18024 Mecom Cct3
18025 Mecom Cd151
18026 Mecom Cdkn1a
18027 Mecom Ceacam1
18028 Mecom Clic1
18029 Mecom Clip1
18030 Mecom Cltb
18031 Mecom Cox5a
18032 Mecom Cryab
18033 Mecom Ddx21
18034 Mecom Dnm1l
18035 Mecom Eif3c
18036 Mecom Eif5
18037 Mecom F11r
18038 Mecom Fam50a
18039 Mecom Fkbp1a
18040 Mecom Flna
18041 Mecom G3bp2
18042 Mecom Gapdh
18043 Mecom Gtpbp4
18044 Mecom H3f3b
18045 Mecom Hnrnpc
18046 Mecom Icam1
18047 Mecom Jun
18048 Mecom Laptm4a
18049 Mecom Lmna
18050 Mecom Lrrfip1
18051 Mecom Msn
18052 Mecom Mtdh
18053 Mecom Myl6
18054 Mecom Nfkbia
18055 Mecom Nptn
18056 Mecom Nupr1
18057 Mecom Pdcd10
18058 Mecom Pkm
18059 Mecom Ppp1r15a
18060 Mecom Prdx1
18061 Mecom Psma6
18062 Mecom Psmb1
18063 Mecom Psmd12
18064 Mecom Ran
18065 Mecom Rap1b
18066 Mecom Rnf11
18067 Mecom Rnh1
18068 Mecom Rplp2
18069 Mecom Rps27l
18070 Mecom Rtn4
18071 Mecom S100a10
18072 Mecom Serbp1
18073 Mecom Snx3
18074 Mecom Srsf2
18075 Mecom Syf2
18076 Mecom Taldo1
18077 Mecom Tbrg1
18078 Mecom Tes
18079 Mecom Tmem59
18080 Mecom Tmod3
18081 Mecom Tpm1
18082 Mecom Tspo
18083 Mecom Tuba1c
18084 Mecom Ube2k
18085 Mecom Ube2r2
18086 Mecom Ubxn1
18087 Mecom Ubxn4
18088 Mecom Vti1b
18089 Mecom Ywhaz
18090 Mecom Calr
18091 Mecom Cd2ap
18092 Mecom Mea1
18093 Mecom Psmd7
18094 Mecom Psmc1
18095 Mecom Klf6
18096 Mecom Rpl27a
18097 Mecom Eif3g
18098 Mecom Pdlim1
18099 Mecom Brd4
18100 Mecom Ahnak
18101 Mecom Wls
18102 Mecom Aldoa
18103 Mecom Ano6
18104 Mecom Arpp19
18105 Mecom Bzw1
18106 Mecom Canx
18107 Mecom Capns1
18108 Mecom Cd47
18109 Mecom Cd63
18110 Mecom Cdc123
18111 Mecom Cdc42
18112 Mecom Clic4
18113 Mecom Commd3
18114 Mecom Comt
18115 Mecom Copb1
18116 Mecom Cox6a1
18117 Mecom Csnk1a1
18118 Mecom Dnase2a
18119 Mecom Drap1
18120 Mecom Eif4g2
18121 Mecom Eif5a
18122 Mecom Eif6
18123 Mecom Gadd45b
18124 Mecom Gng5
18125 Mecom Gpx1
18126 Mecom Grb2
18127 Mecom Igfbp7
18128 Mecom Itgb1
18129 Mecom Iws1
18130 Mecom Kras
18131 Mecom Krt8
18132 Mecom Lrrfip2
18133 Mecom Map1lc3b
18134 Mecom Mdm2
18135 Mecom Myl12b
18136 Mecom Myl12a
18137 Mecom Pafah1b1
18138 Mecom Phlda1
18139 Mecom Picalm
18140 Mecom Psma5
18141 Mecom Psmc5
18142 Mecom Rab10
18143 Mecom Rab6a
18144 Mecom Rps16
18145 Mecom Rps19bp1
18146 Mecom Serinc1
18147 Mecom Sfr1
18148 Mecom Sh3glb1
18149 Mecom Snx6
18150 Mecom Ssb
18151 Mecom Tm9sf3
18152 Mecom Tmem234
18153 Mecom Tnfrsf12a
18154 Mecom Tpd52l2
18155 Mecom Tpm3
18156 Mecom Tpm3-rs7
18157 Mecom Trappc4
18158 Mecom Txnrd1
18159 Mecom Ywhab
18160 Mecom Ywhah
18161 Mecom Zcrb1
18162 Mecom Zfp36l1
18163 Mecom Anxa1
18164 Mecom App
18165 Mecom Cct4
18166 Mecom Cldn4
18167 Mecom Hspa9
18168 Mecom BC005537
18169 Ncor1 Acbd3
18170 Ncor1 Acbd5
18171 Ncor1 Actb
18172 Ncor1 Actg1
18173 Ncor1 Anxa7
18174 Ncor1 Atp6ap1
18175 Ncor1 Atp6v1e1
18176 Ncor1 B2m
18177 Ncor1 Canx
18178 Ncor1 Ccnd2
18179 Ncor1 Cd2ap
18180 Ncor1 Cd63
18181 Ncor1 Chchd1
18182 Ncor1 Chmp4b
18183 Ncor1 Commd3
18184 Ncor1 Comt
18185 Ncor1 Cox5a
18186 Ncor1 Cstb
18187 Ncor1 Ddx21
18188 Ncor1 Dync1i2
18189 Ncor1 Ehd4
18190 Ncor1 Eif2s2
18191 Ncor1 Eif5
18192 Ncor1 Etf1
18193 Ncor1 F11r
18194 Ncor1 Fkbp3
18195 Ncor1 Fus
18196 Ncor1 Gadd45b
18197 Ncor1 Gng5
18198 Ncor1 Grb2
18199 Ncor1 Gspt1
18200 Ncor1 H3f3b
18201 Ncor1 Hmgn1
18202 Ncor1 Hnrnpa2b1
18203 Ncor1 Hnrnpu
18204 Ncor1 Hsp90aa1
18205 Ncor1 Hsp90ab1
18206 Ncor1 Hspa5
18207 Ncor1 Jun
18208 Ncor1 Kif5b
18209 Ncor1 Lrrfip2
18210 Ncor1 Mdh2
18211 Ncor1 Mdm2
18212 Ncor1 Mtdh
18213 Ncor1 Myl12b
18214 Ncor1 Myl12a
18215 Ncor1 Naa15
18216 Ncor1 Nars
18217 Ncor1 Nme1
18218 Ncor1 Nop56
18219 Ncor1 Npm1
18220 Ncor1 Otud7b
18221 Ncor1 Pfn1
18222 Ncor1 Phlda1
18223 Ncor1 Picalm
18224 Ncor1 Pkm
18225 Ncor1 Pnn
18226 Ncor1 Ppp1r15a
18227 Ncor1 Prdx1
18228 Ncor1 Prpf40a
18229 Ncor1 Psma5
18230 Ncor1 Psmb1
18231 Ncor1 Ptp4a2
18232 Ncor1 Rab6a
18233 Ncor1 Ran
18234 Ncor1 Ranbp1
18235 Ncor1 Rpl12
18236 Ncor1 Rpl15
18237 Ncor1 Rpl27a
18238 Ncor1 Rpl28
18239 Ncor1 Rpl32
18240 Ncor1 Rpl35
18241 Ncor1 Rplp2
18242 Ncor1 Rps19
18243 Ncor1 Rps27l
18244 Ncor1 Rps8
18245 Ncor1 Rtn4
18246 Ncor1 S100a11
18247 Ncor1 Sat1
18248 Ncor1 Sec62
18249 Ncor1 Serbp1
18250 Ncor1 Srsf2
18251 Ncor1 Ssb
18252 Ncor1 Syf2
18253 Ncor1 Tcf25
18254 Ncor1 Tes
18255 Ncor1 Tnfrsf12a
18256 Ncor1 Trappc4
18257 Ncor1 Ubc
18258 Ncor1 Ube2b
18259 Ncor1 Ube2d3
18260 Ncor1 Ube2k
18261 Ncor1 Usp16
18262 Ncor1 Wbp4
18263 Ncor1 Ywhah
18264 Ncor1 Zfand5
18265 Ncor1 Chd1
18266 Ncor1 Nfkbia
18267 Ncor1 Cast
18268 Ncor1 Eif3a
18269 Ncor1 Eif5b
18270 Ncor1 Sf3b1
18271 Ncor1 Tax1bp1
18272 Ncor1 Xrn2
18273 Ncor1 Ahnak
18274 Ncor1 Aldoa
18275 Ncor1 Ano6
18276 Ncor1 Arpc2
18277 Ncor1 Arpc5
18278 Ncor1 Atf4
18279 Ncor1 Bnip3l
18280 Ncor1 Cd151
18281 Ncor1 Cdc42
18282 Ncor1 Chmp2a
18283 Ncor1 Dnajc5
18284 Ncor1 Drap1
18285 Ncor1 Eef1a1
18286 Ncor1 F3
18287 Ncor1 Fnbp1l
18288 Ncor1 Gapdh
18289 Ncor1 Gtpbp4
18290 Ncor1 Hspa8
18291 Ncor1 Itgb1
18292 Ncor1 Klf6
18293 Ncor1 Kras
18294 Ncor1 Krt8
18295 Ncor1 Lsr
18296 Ncor1 Map1lc3b
18297 Ncor1 Rnf11
18298 Ncor1 Rps16
18299 Ncor1 S100a14
18300 Ncor1 Sh3glb1
18301 Ncor1 Slk
18302 Ncor1 Tcp1
18303 Ncor1 Tmem234
18304 Ncor1 Tpm1
18305 Ncor1 Tpm3
18306 Ncor1 Tpm3-rs7
18307 Ncor1 Txndc17
18308 Ncor1 Ubxn1
18309 Ncor1 Vdac2
18310 Ncor1 Ywhaz
18311 Nfe2l2 Actn4
18312 Nfe2l2 Aldoa
18313 Nfe2l2 Anxa1
18314 Nfe2l2 Areg
18315 Nfe2l2 Canx
18316 Nfe2l2 Capns1
18317 Nfe2l2 Cd44
18318 Nfe2l2 Cd9
18319 Nfe2l2 Cdcp1
18320 Nfe2l2 Cdkn1a
18321 Nfe2l2 Cldn4
18322 Nfe2l2 Cnbp
18323 Nfe2l2 Cstb
18324 Nfe2l2 Ctnna1
18325 Nfe2l2 Emc7
18326 Nfe2l2 Emp2
18327 Nfe2l2 Esd
18328 Nfe2l2 F3
18329 Nfe2l2 Fam104a
18330 Nfe2l2 Ftl1
18331 Nfe2l2 Gapdh
18332 Nfe2l2 H3f3b
18333 Nfe2l2 H2-K1
18334 Nfe2l2 H2-D1
18335 Nfe2l2 Hsp90ab1
18336 Nfe2l2 Hspa9
18337 Nfe2l2 Igfbp7
18338 Nfe2l2 Klf6
18339 Nfe2l2 Kras
18340 Nfe2l2 Lamc2
18341 Nfe2l2 Lgals3
18342 Nfe2l2 Lmna
18343 Nfe2l2 Lmo7
18344 Nfe2l2 Lpp
18345 Nfe2l2 Lrrfip2
18346 Nfe2l2 Mal
18347 Nfe2l2 Mdm2
18348 Nfe2l2 Mtdh
18349 Nfe2l2 Nme1
18350 Nfe2l2 Pafah1b1
18351 Nfe2l2 Pam
18352 Nfe2l2 Pfn1
18353 Nfe2l2 Phlda1
18354 Nfe2l2 Pkm
18355 Nfe2l2 Pnrc1
18356 Nfe2l2 Pomp
18357 Nfe2l2 Prdx1
18358 Nfe2l2 Psma2
18359 Nfe2l2 Psmc5
18360 Nfe2l2 Psmd11
18361 Nfe2l2 Psmd12
18362 Nfe2l2 Psmd4
18363 Nfe2l2 Psmd7
18364 Nfe2l2 Pttg1ip
18365 Nfe2l2 Rab10
18366 Nfe2l2 Rab6a
18367 Nfe2l2 Ran
18368 Nfe2l2 Rnf11
18369 Nfe2l2 Rplp0
18370 Nfe2l2 Rps6
18371 Nfe2l2 Serpinb9
18372 Nfe2l2 Shroom3
18373 Nfe2l2 Sparc
18374 Nfe2l2 Sqstm1
18375 Nfe2l2 Taldo1
18376 Nfe2l2 Tax1bp1
18377 Nfe2l2 Tes
18378 Nfe2l2 Tpm1
18379 Nfe2l2 Ttc1
18380 Nfe2l2 Tuba1c
18381 Nfe2l2 Txn1
18382 Nfe2l2 Txnrd1
18383 Nfe2l2 Ubc
18384 Nfe2l2 Ubxn4
18385 Nfe2l2 Vmp1
18386 Nfe2l2 Wbp4
18387 Nfe2l2 Ywhaz
18388 Nfe2l2 Zfand5
18389 Nfe2l2 Atf4
18390 Nfe2l2 Eif2ak2
18391 Nfe2l2 Jun
18392 Nfe2l2 Jund
18393 Nfe2l2 Ccdc25
18394 Nfe2l2 Ccnd1
18395 Nfe2l2 Cd63
18396 Nfe2l2 Cdc42
18397 Nfe2l2 Chchd1
18398 Nfe2l2 Chmp3
18399 Nfe2l2 Chmp4b
18400 Nfe2l2 Clic1
18401 Nfe2l2 Clip1
18402 Nfe2l2 Clu
18403 Nfe2l2 Dnajc2
18404 Nfe2l2 Drap1
18405 Nfe2l2 Eef1a1
18406 Nfe2l2 Eif3g
18407 Nfe2l2 Eif4g2
18408 Nfe2l2 Gng5
18409 Nfe2l2 Gpx1
18410 Nfe2l2 Gtf2f1
18411 Nfe2l2 Hnrnpab
18412 Nfe2l2 Hnrnpc
18413 Nfe2l2 Icam1
18414 Nfe2l2 Itgb1
18415 Nfe2l2 Kif5b
18416 Nfe2l2 Krt8
18417 Nfe2l2 Morf4l1
18418 Nfe2l2 Myl12a
18419 Nfe2l2 Ncl
18420 Nfe2l2 Nfkbia
18421 Nfe2l2 Picalm
18422 Nfe2l2 Pnn
18423 Nfe2l2 Ppp1r15a
18424 Nfe2l2 Prpf40a
18425 Nfe2l2 Psma7
18426 Nfe2l2 Ptp4a2
18427 Nfe2l2 Ranbp1
18428 Nfe2l2 Rpl12
18429 Nfe2l2 Rpl17
18430 Nfe2l2 Rps23
18431 Nfe2l2 Rtn4
18432 Nfe2l2 S100a10
18433 Nfe2l2 S100a6
18434 Nfe2l2 Sdf4
18435 Nfe2l2 Serbp1
18436 Nfe2l2 St13
18437 Nfe2l2 Tmem234
18438 Nfe2l2 Tnfrsf12a
18439 Nfe2l2 Trp53
18440 Nfe2l2 Trappc4
18441 Nfe2l2 Ubxn1
18442 Nfe2l2 Vdac2
18443 Nfe2l2 Vps36
18444 Nfe2l2 Vti1b
18445 Nfe2l2 Zfp36l1
18446 Nfe2l2 Actb
18447 Nfe2l2 Actg1
18448 Nfe2l2 Ahnak
18449 Nfe2l2 Akr1b8
18450 Nfe2l2 Anxa3
18451 Nfe2l2 Anxa7
18452 Nfe2l2 App
18453 Nfe2l2 Atp6v0b
18454 Nfe2l2 Atp6v1d
18455 Nfe2l2 Atp6v1e1
18456 Nfe2l2 Atxn10
18457 Nfe2l2 Bcap31
18458 Nfe2l2 Calm2
18459 Nfe2l2 Calr
18460 Nfe2l2 Capzb
18461 Nfe2l2 Cast
18462 Nfe2l2 Ccnd2
18463 Nfe2l2 Ccng1
18464 Nfe2l2 Cct4
18465 Nfe2l2 Ceacam1
18466 Nfe2l2 Cldn18
18467 Nfe2l2 Clta
18468 Nfe2l2 Cltb
18469 Nfe2l2 Cnn2
18470 Nfe2l2 Copb1
18471 Nfe2l2 Cox7c
18472 Nfe2l2 Csnk1a1
18473 Nfe2l2 Ctsl
18474 Nfe2l2 Cycs
18475 Nfe2l2 Cystm1
18476 Nfe2l2 Ddx21
18477 Nfe2l2 Dnajc5
18478 Nfe2l2 Dnajc8
18479 Nfe2l2 Dnase2a
18480 Nfe2l2 Dnm1l
18481 Nfe2l2 Edf1
18482 Nfe2l2 Eif1
18483 Nfe2l2 Eif3a
18484 Nfe2l2 Eif3c
18485 Nfe2l2 Eif5a
18486 Nfe2l2 Etf1
18487 Nfe2l2 Fermt2
18488 Nfe2l2 Flna
18489 Nfe2l2 Gabarap
18490 Nfe2l2 Ghitm
18491 Nfe2l2 Glrx3
18492 Nfe2l2 Gnas
18493 Nfe2l2 Golga4
18494 Nfe2l2 Hmgn1
18495 Nfe2l2 Hsp90aa1
18496 Nfe2l2 Hspa5
18497 Nfe2l2 Ik
18498 Nfe2l2 Itgb6
18499 Nfe2l2 Krt7
18500 Nfe2l2 Lamb3
18501 Nfe2l2 Lrrfip1
18502 Nfe2l2 Lsr
18503 Nfe2l2 Mfge8
18504 Nfe2l2 Mrps21
18505 Nfe2l2 Msn
18506 Nfe2l2 Naa15
18507 Nfe2l2 Nars
18508 Nfe2l2 Ndufa5
18509 Nfe2l2 Ndufb6
18510 Nfe2l2 Nupr1
18511 Nfe2l2 Otud7b
18512 Nfe2l2 Pabpc1
18513 Nfe2l2 Pdia3
18514 Nfe2l2 Pmepa1
18515 Nfe2l2 Ppia
18516 Nfe2l2 Psmc1
18517 Nfe2l2 Psmc3
18518 Nfe2l2 Psmd8
18519 Nfe2l2 Rab7
18520 Nfe2l2 Rac1
18521 Nfe2l2 Rala
18522 Nfe2l2 Rap1b
18523 Nfe2l2 Rbx1
18524 Nfe2l2 Rpl13a
18525 Nfe2l2 Rpl23
18526 Nfe2l2 Rpl7
18527 Nfe2l2 Sdc4
18528 Nfe2l2 Sh3d19
18529 Nfe2l2 Snrpb
18530 Nfe2l2 Sox4
18531 Nfe2l2 Srsf2
18532 Nfe2l2 Srsf5
18533 Nfe2l2 Ssb
18534 Nfe2l2 Taok1
18535 Nfe2l2 Tbrg1
18536 Nfe2l2 Tcf25
18537 Nfe2l2 Tm9sf3
18538 Nfe2l2 Trappc1
18539 Nfe2l2 Tspo
18540 Nfe2l2 Txndc17
18541 Nfe2l2 Txnl1
18542 Nfe2l2 Ube2b
18543 Nfe2l2 Ube2r2
18544 Nfe2l2 Ubxn2a
18545 Nfe2l2 Utp3
18546 Nfe2l2 Xrn2
18547 Nfe2l2 Ywhab
18548 Nfe2l2 Psmb3
18549 Nfe2l2 BC005537
18550 Nfe2l2 Arl4c
18551 Nfe2l2 Clic5
18552 Nfe2l2 Cryab
18553 Nfe2l2 Fnbp1l
18554 Nfe2l2 Plin2
18555 Nfe2l2 Tnip3
18556 Nfe2l2 Cox5a
18557 Nfe2l2 Pls3
18558 Nfe2l2 Psmc4
18559 Nfe2l2 Psme2
18560 Nfe2l2 Rpl19
18561 Nfe2l2 Rps5
18562 Nfe2l2 Sf3b1
18563 Foxp1 Actb
18564 Foxp1 Actn4
18565 Foxp1 Ahnak
18566 Foxp1 App
18567 Foxp1 Arf1
18568 Foxp1 Atf4
18569 Foxp1 Atp6v0b
18570 Foxp1 Atp6v1d
18571 Foxp1 Atp6v1e1
18572 Foxp1 Calm1
18573 Foxp1 Calm2
18574 Foxp1 Capns1
18575 Foxp1 Ccnd1
18576 Foxp1 Ccnl1
18577 Foxp1 Cct3
18578 Foxp1 Cd151
18579 Foxp1 Chchd1
18580 Foxp1 Chd1
18581 Foxp1 Chmp2a
18582 Foxp1 Chmp4b
18583 Foxp1 Clic1
18584 Foxp1 Clic4
18585 Foxp1 Cltb
18586 Foxp1 Clu
18587 Foxp1 Cnbp
18588 Foxp1 Cnn2
18589 Foxp1 Comt
18590 Foxp1 Cox5a
18591 Foxp1 Cox6a1
18592 Foxp1 Csnk1a1
18593 Foxp1 Cstb
18594 Foxp1 Cul1
18595 Foxp1 Cyc1
18596 Foxp1 Cystm1
18597 Foxp1 Dctn3
18598 Foxp1 Dstn
18599 Foxp1 Eef1a1
18600 Foxp1 Ehd4
18601 Foxp1 Eif1a
18602 Foxp1 Eif4g2
18603 Foxp1 Eif5a
18604 Foxp1 Eif5b
18605 Foxp1 Eif6
18606 Foxp1 Emc7
18607 Foxp1 F3
18608 Foxp1 Fam104a
18609 Foxp1 Fkbp3
18610 Foxp1 Fubp1
18611 Foxp1 Fxr1
18612 Foxp1 Gabarap
18613 Foxp1 Gadd45b
18614 Foxp1 Grb2
18615 Foxp1 Gspt1
18616 Foxp1 H1f0
18617 Foxp1 Hnrnpu
18618 Foxp1 Hsp90aa1
18619 Foxp1 Hsp90ab1
18620 Foxp1 Hspb1
18621 Foxp1 Hspd1
18622 Foxp1 Igfbp7
18623 Foxp1 Ik
18624 Foxp1 Itgb1
18625 Foxp1 Jun
18626 Foxp1 Jund
18627 Foxp1 Klf6
18628 Foxp1 Kras
18629 Foxp1 Lamp1
18630 Foxp1 Lmna
18631 Foxp1 Lsr
18632 Foxp1 Map1lc3b
18633 Foxp1 Mdm2
18634 Foxp1 Metap2
18635 Foxp1 Mfge8
18636 Foxp1 Morf4l1
18637 Foxp1 Myl12b
18638 Foxp1 Myl12a
18639 Foxp1 Myl6
18640 Foxp1 Naa15
18641 Foxp1 Nars
18642 Foxp1 Nme1
18643 Foxp1 Npm1
18644 Foxp1 Nptn
18645 Foxp1 Otud7b
18646 Foxp1 Pabpc1
18647 Foxp1 Picalm
18648 Foxp1 Pkm
18649 Foxp1 Pmepa1
18650 Foxp1 Pnn
18651 Foxp1 Ppia
18652 Foxp1 Psmb6
18653 Foxp1 Psmc3
18654 Foxp1 Psmd11
18655 Foxp1 Psmd12
18656 Foxp1 Psmd8
18657 Foxp1 Ptp4a2
18658 Foxp1 Ranbp1
18659 Foxp1 Chmp3
18660 Foxp1 Rnh1
18661 Foxp1 Rpl13a
18662 Foxp1 Rpl27a
18663 Foxp1 Rps11
18664 Foxp1 Rps16
18665 Foxp1 Rps19bp1
18666 Foxp1 Rps27l
18667 Foxp1 Rps6
18668 Foxp1 S100a14
18669 Foxp1 S100a6
18670 Foxp1 Sat1
18671 Foxp1 Sec62
18672 Foxp1 Serpinb6a
18673 Foxp1 Set
18674 Foxp1 Sfr1
18675 Foxp1 Sh3glb1
18676 Foxp1 Snrnp70
18677 Foxp1 Snrpb
18678 Foxp1 Snx3
18679 Foxp1 Sox4
18680 Foxp1 Sqstm1
18681 Foxp1 Stub1
18682 Foxp1 Supt5
18683 Foxp1 Taldo1
18684 Foxp1 Taok1
18685 Foxp1 Tcf25
18686 Foxp1 Tcp1
18687 Foxp1 Tmod3
18688 Foxp1 Tnfrsf12a
18689 Foxp1 Trp53
18690 Foxp1 Tpm1
18691 Foxp1 Tpm4
18692 Foxp1 Trappc4
18693 Foxp1 Tuba1c
18694 Foxp1 Txndc9
18695 Foxp1 Ubb
18696 Foxp1 Ubc
18697 Foxp1 Ube2k
18698 Foxp1 Ubxn2a
18699 Foxp1 Ubxn4
18700 Foxp1 Utp3
18701 Foxp1 Vps36
18702 Foxp1 Ywhab
18703 Foxp1 Zfp36l1
18704 Foxp1 Acbd5
18705 Foxp1 Ano6
18706 Foxp1 Bnip3l
18707 Foxp1 Cd47
18708 Foxp1 Cdc42
18709 Foxp1 Copb1
18710 Foxp1 Dnase2a
18711 Foxp1 Dync1i2
18712 Foxp1 Esd
18713 Foxp1 G3bp2
18714 Foxp1 Gapdh
18715 Foxp1 Gnas
18716 Foxp1 H3f3b
18717 Foxp1 Hnrnpa2b1
18718 Foxp1 Pnrc1
18719 Foxp1 Ppp1r15a
18720 Foxp1 Prpf40a
18721 Foxp1 Psme2
18722 Foxp1 Rab10
18723 Foxp1 Rac1
18724 Foxp1 Rnf11
18725 Foxp1 Rpl28
18726 Foxp1 Rtn4
18727 Foxp1 Slu7
18728 Foxp1 Tjp2
18729 Foxp1 Txndc17
18730 Foxp1 Ube2b
18731 Foxp1 Ube2d3
18732 Foxp1 Ubxn1
18733 Foxp1 Zcrb1
18734 Foxp1 Anxa3
18735 Foxp1 Cryab
18736 Foxp1 Eif2s2
18737 Foxp1 Epcam
18738 Foxp1 Ftl1
18739 Foxp1 Ghitm
18740 Foxp1 Hnrnpc
18741 Foxp1 Iws1
18742 Foxp1 Krt18
18743 Foxp1 Krt19
18744 Foxp1 Lamb3
18745 Foxp1 Lamc2
18746 Foxp1 Mal
18747 Foxp1 Ncl
